order_id,timestamp,customer_id,account_age_days,is_new_account,order_value,item_category,payment_method,discount_pct,shipping_billing_mismatch,ip_country_mismatch,device_id,shipping_address_hash,device_reuse_signal,num_previous_orders,num_previous_returns,num_previous_chargebacks,is_ring_order_GT,returned,chargeback
ORD-0010484,2025-01-01 10:21:00,cust_2e2079d633,0,True,3040.29,home,credit_card,8.1,0,0,dev_2eacc82231,addr_0771fc6f0f,0,1,0,0,0,1,0
ORD-0010292,2025-01-01 13:07:00,cust_95a7e4252f,0,True,15471.89,home,debit_card,16.1,0,0,dev_8aa903e409,addr_ca0226c1b2,0,2,1,0,0,0,0
ORD-0000808,2025-01-01 14:19:00,cust_adf7e29359,0,True,3814.52,fashion,debit_card,45.4,0,0,dev_c4b43ae017,addr_450ad5ed12,0,0,0,0,0,0,0
ORD-0016519,2025-01-01 15:38:00,cust_afb0b97df8,0,True,1880.54,fashion,upi,18.7,0,0,dev_a957aa9622,addr_6cdd60ea00,0,0,0,0,0,1,0
ORD-0019349,2025-01-01 16:33:00,cust_9b10a919dd,0,True,3455.46,home,netbanking,9.8,0,0,dev_7d38b1e9bd,addr_d1d7015fbf,0,1,0,0,0,0,1
ORD-0016777,2025-01-01 18:24:00,cust_65a99bb7a3,0,True,3313.66,beauty,upi,15.9,0,0,dev_ab41f0c4ba,addr_ab6439fa2d,0,2,1,1,0,1,0
ORD-0016415,2025-01-01 19:12:00,cust_5f8e2fa171,0,True,4965.76,beauty,debit_card,16.1,0,0,dev_5118af0736,addr_ac627ab1cc,0,2,0,0,0,0,0
ORD-0016182,2025-01-01 19:45:00,cust_342c472b95,0,True,6743.07,fashion,debit_card,10.9,0,0,dev_acef5cc0bd,addr_6dd3e6a48b,0,1,1,0,0,1,0
ORD-0013610,2025-01-01 20:36:00,cust_4547dff5fd,0,True,2080.49,grocery,debit_card,20.2,0,0,dev_92d1e1eb1c,addr_670d336955,0,1,1,0,0,1,0
ORD-0013262,2025-01-01 20:47:00,cust_bd9dc58c7a,0,True,371.86,beauty,credit_card,34.6,0,0,dev_566f0ea4f6,addr_62b98e1889,0,0,0,0,0,0,0
ORD-0001205,2025-01-01 21:52:00,cust_e8bf0f27d7,0,True,3174.87,grocery,credit_card,13.2,1,0,dev_297fa77779,addr_07563a3fe3,0,0,0,0,0,0,0
ORD-0006995,2025-01-01 22:23:00,cust_e2c9cd9303,0,True,2935.74,electronics,debit_card,8.6,0,0,dev_9f55069399,addr_de4e9322b5,0,0,0,0,0,1,0
ORD-0008423,2025-01-01 23:00:00,cust_363763e5c3,0,True,474.99,home,upi,17.1,0,0,dev_34d94cf9ca,addr_02f657d55e,0,0,0,0,0,0,0
ORD-0017368,2025-01-02 00:37:00,cust_d58072be28,0,True,3472.61,fashion,debit_card,33.5,0,0,dev_8318755074,addr_2cfa8f9e50,0,0,0,0,0,1,1
ORD-0011773,2025-01-02 01:25:00,cust_3d600348cf,0,True,141.63,fashion,credit_card,13.1,0,0,dev_16c0d78ef6,addr_e1f979ea2b,0,0,0,0,0,0,0
ORD-0007048,2025-01-02 02:51:00,cust_f5f3b8d720,0,True,2057.44,grocery,upi,19.2,0,0,dev_40a0f39c64,addr_44821f701c,0,0,0,0,0,1,0
ORD-0010482,2025-01-02 02:54:00,cust_d8847be3f7,0,True,1110.93,fashion,upi,10.9,0,0,dev_eb0ecdb070,addr_6954f0b691,0,1,0,0,0,1,1
ORD-0000002,2025-01-02 04:25:00,cust_d042be1b4b,0,True,989.95,electronics,upi,28.9,0,0,dev_3a37abdeef,addr_f42c7f9c8a,0,0,0,0,0,0,0
ORD-0016439,2025-01-02 04:34:00,cust_e94f63f579,0,True,1497.65,beauty,credit_card,32.2,0,0,dev_9752d873fa,addr_7f100b7b36,0,1,1,1,0,1,0
ORD-0019656,2025-01-02 06:17:00,cust_2f3bbb9730,0,True,2964.2,electronics,upi,5.3,0,0,dev_9b3a9fb4db,addr_735ddec196,0,1,0,0,0,0,0
ORD-0016369,2025-01-02 06:48:00,cust_b99d193b66,0,True,401.87,fashion,upi,27.2,0,0,dev_07845cd9ae,addr_ab4ac2d850,0,0,0,0,0,0,0
ORD-0004978,2025-01-02 07:06:00,cust_671d8d05d7,0,True,3670.55,beauty,debit_card,12.9,1,0,dev_69f6295642,addr_a383d162a9,0,0,0,0,0,0,1
ORD-0017315,2025-01-02 08:00:00,cust_3e91970f77,0,True,2389.81,sports,debit_card,3.7,0,0,dev_f449d27f42,addr_45c68484c6,0,0,0,0,0,0,0
ORD-0014014,2025-01-02 08:19:00,cust_a97f6e2fed,0,True,608.03,beauty,debit_card,7.2,0,1,dev_2cad8fa47b,addr_086af6e464,0,1,0,0,0,0,0
ORD-0018364,2025-01-02 08:33:00,cust_7684e5225a,0,True,446.57,grocery,upi,14.7,0,0,dev_e98741479a,addr_570197ce24,0,2,1,0,0,1,0
ORD-0018499,2025-01-02 08:59:00,cust_0a7d83f084,0,True,352.78,beauty,upi,34.8,0,0,dev_a0a080f42e,addr_7bcbf838aa,0,5,0,2,0,0,1
ORD-0009649,2025-01-02 09:43:00,cust_70a32110ff,0,True,1028.82,home,debit_card,28.6,0,0,dev_358c850b38,addr_81c650caac,0,1,0,0,0,0,0
ORD-0019523,2025-01-02 10:04:00,cust_ad551fd8c0,0,True,1484.05,sports,credit_card,18.3,0,0,dev_80fee67c8a,addr_e58cc5ca94,0,1,0,0,0,0,0
ORD-0002175,2025-01-02 10:07:00,cust_3328bdf9a4,0,True,5090.18,grocery,debit_card,14.2,0,0,dev_8f19793b26,addr_e3ea33961a,0,0,0,0,0,1,0
ORD-0000423,2025-01-02 10:15:00,cust_800103a4d1,0,True,13824.44,electronics,upi,34.2,0,0,dev_0ff8033cf9,addr_e94550c93c,0,0,0,0,0,1,0
ORD-0009141,2025-01-02 12:07:00,cust_9c805dcddc,0,True,3255.68,fashion,upi,7.8,0,0,dev_b0eeffad43,addr_50cf0763d8,0,0,0,0,0,1,0
ORD-0004167,2025-01-02 12:08:00,cust_fe27f92b1e,0,True,1134.56,home,credit_card,9.3,1,0,dev_1ef03ed0cd,addr_3d600348cf,0,1,0,0,0,0,1
ORD-0001354,2025-01-02 12:24:00,cust_d5036c6441,0,True,1979.29,sports,upi,15.2,0,0,dev_e82a0d322f,addr_0cc24cb7c2,0,0,0,0,0,1,0
ORD-0009651,2025-01-02 12:50:00,cust_2b3bf3eee2,0,True,1815.61,sports,debit_card,45.0,0,0,dev_8832ae3913,addr_7993e11204,0,0,0,0,0,0,0
ORD-0002510,2025-01-02 12:57:00,cust_27059a11c5,0,True,830.77,fashion,upi,47.2,0,0,dev_05a624166c,addr_43c5b26b67,0,0,0,0,0,1,1
ORD-0013781,2025-01-02 13:07:00,cust_0a988fc299,0,True,2792.72,home,credit_card,33.5,0,0,dev_1728efbda8,addr_f549625260,0,4,0,1,0,0,0
ORD-0008648,2025-01-02 13:58:00,cust_65ded5353c,0,True,2199.29,sports,upi,6.5,0,0,dev_254ed7d2de,addr_fa28c6cdf8,0,1,0,0,0,1,0
ORD-0001442,2025-01-02 14:27:00,cust_b56b7c12f2,0,True,2334.07,grocery,netbanking,36.2,0,0,dev_4e0d67e54a,addr_6ee69d3769,0,0,0,0,0,0,0
ORD-0008212,2025-01-02 14:43:00,cust_95e1533eb1,0,True,2960.33,beauty,credit_card,18.8,0,0,dev_ebbac19a6a,addr_7a614fd06c,0,1,1,0,0,1,0
ORD-0001664,2025-01-02 16:31:00,cust_3b3dbaf685,0,True,993.26,sports,upi,45.3,0,0,dev_0eec27c419,addr_64dafb11e5,0,0,0,0,0,0,0
ORD-0000448,2025-01-02 16:37:00,cust_bd294168a2,0,True,2697.66,beauty,netbanking,15.8,0,0,dev_e9f54fe5fc,addr_84438b7aae,0,0,0,0,0,0,1
ORD-0018951,2025-01-02 16:37:00,cust_d5d7f5bba7,0,True,570.24,electronics,debit_card,22.0,0,0,dev_47c917b09f,addr_40c48dab93,0,2,1,0,0,1,0
ORD-0015627,2025-01-02 17:02:00,cust_fc9e62695d,0,True,2282.07,home,upi,19.8,0,0,dev_d582ac4097,addr_71d2d6ccac,0,1,0,0,0,0,0
ORD-0008497,2025-01-02 17:05:00,cust_139042a415,0,True,901.49,beauty,upi,35.2,0,0,dev_7ac71d433f,addr_49b8b4f95f,0,1,0,0,0,0,0
ORD-0007072,2025-01-02 17:49:00,cust_80c0e8c445,0,True,623.53,fashion,upi,5.9,1,0,dev_20337d9ceb,addr_5401acfe63,0,1,1,0,0,1,0
ORD-0003044,2025-01-02 17:57:00,cust_5b6ba13f79,0,True,4880.42,fashion,netbanking,48.4,0,0,dev_0dc11dc170,addr_0f304eddb4,0,0,0,0,0,1,0
ORD-0015702,2025-01-02 18:59:00,cust_372d3f309f,0,True,1748.94,grocery,credit_card,14.4,0,0,dev_b29eed4427,addr_eedc6ed006,0,2,1,0,0,1,0
ORD-0017683,2025-01-02 19:07:00,cust_1133832659,0,True,315.56,electronics,debit_card,25.8,0,0,dev_99f16d3887,addr_60e6a2389c,0,2,0,0,0,1,1
ORD-0006391,2025-01-02 19:12:00,cust_8718dea05b,0,True,2294.4,electronics,upi,23.4,0,0,dev_1bc2029a88,addr_b977b53240,0,0,0,0,0,0,0
ORD-0012543,2025-01-02 19:15:00,cust_f1e709e6ae,0,True,1678.71,grocery,upi,14.2,0,0,dev_a01dfc715d,addr_a9b94e2e91,0,1,0,0,0,0,0
ORD-0016522,2025-01-02 21:46:00,cust_bbb001ba00,0,True,331.96,home,netbanking,11.4,0,0,dev_2c029952e2,addr_9a1d8e7dcd,0,1,0,0,0,0,0
ORD-0014559,2025-01-02 21:49:00,cust_e1ab840a08,0,True,7703.9,sports,credit_card,25.1,0,0,dev_d7b76edf79,addr_4aeae10ea1,0,1,0,0,0,0,0
ORD-0000407,2025-01-02 22:09:00,cust_752d25a1f8,0,True,3083.76,home,upi,10.3,0,0,dev_5a0b8489ce,addr_ac52c626af,0,0,0,0,0,1,0
ORD-0000738,2025-01-02 22:52:00,cust_eb86d51036,0,True,754.8,fashion,netbanking,6.2,0,0,dev_fb7b9ffa54,addr_4ca82782c5,0,0,0,0,0,0,0
ORD-0003953,2025-01-02 23:28:00,cust_6ef80bb237,0,True,550.98,home,upi,41.7,0,0,dev_21e60123a3,addr_7dd0240cd4,0,2,1,0,0,1,0
ORD-0003672,2025-01-02 23:37:00,cust_098d86c982,0,True,648.41,sports,debit_card,11.8,0,0,dev_e41e164f74,addr_a36e841c52,0,0,0,0,0,0,0
ORD-0010388,2025-01-03 00:16:00,cust_a7da6ba050,0,True,317.06,grocery,upi,4.4,0,0,dev_1c383cd30b,addr_8050f8f134,0,0,0,0,0,0,0
ORD-0015027,2025-01-03 01:20:00,cust_67caec8041,0,True,830.07,grocery,upi,14.7,0,0,dev_23b023b22d,addr_5e7d00134b,0,1,0,1,0,1,0
ORD-0017514,2025-01-03 01:57:00,cust_3a835d3215,0,True,543.86,home,upi,4.9,0,0,dev_a86c450b76,addr_494c08f7a1,0,2,1,1,0,0,0
ORD-0001504,2025-01-03 02:43:00,cust_3e5190eeb5,0,True,954.51,electronics,upi,7.8,0,0,dev_dc960c46c3,addr_c9e1074f5b,0,1,0,1,0,1,0
ORD-0012761,2025-01-03 03:08:00,cust_ebb7104545,0,True,1776.79,beauty,netbanking,22.7,0,0,dev_a68259547f,addr_7fa1575cbd,0,0,0,0,0,0,0
ORD-0002568,2025-01-03 04:20:00,cust_149e9677a5,0,True,828.98,beauty,netbanking,8.1,0,0,dev_074177d3eb,addr_404dcc91b2,0,1,0,0,0,1,0
ORD-0010831,2025-01-03 04:49:00,cust_fc5b3186f1,0,True,5576.17,electronics,upi,21.2,0,0,dev_93f71a7c7f,addr_8526e0962a,0,0,0,0,0,0,0
ORD-0002520,2025-01-03 04:53:00,cust_6996165707,0,True,667.28,home,debit_card,3.5,0,0,dev_455cb2657a,addr_fb087773ff,0,0,0,0,0,0,1
ORD-0017829,2025-01-03 05:40:00,cust_0b6a27e2bf,0,True,2622.63,fashion,credit_card,32.4,1,0,dev_cf0d02ec99,addr_da94be6d2b,0,2,0,0,0,1,1
ORD-0019281,2025-01-03 05:45:00,cust_65699726a3,0,True,408.01,sports,upi,22.5,0,0,dev_371bce7dc8,addr_f6e794a75c,0,2,0,0,0,0,0
ORD-0019508,2025-01-03 06:13:00,cust_208e43f0e4,0,True,838.16,home,netbanking,8.5,0,0,dev_9e6a921fbc,addr_35bf98501e,0,2,0,0,0,0,0
ORD-0005753,2025-01-03 06:28:00,cust_5c48ff18e0,0,True,463.14,fashion,upi,24.3,0,0,dev_4990974d15,addr_e2c0be2456,0,0,0,0,0,0,0
ORD-0015727,2025-01-03 09:38:00,cust_1b62ff22e7,0,True,2113.29,electronics,upi,42.7,0,0,dev_fb647ca667,addr_73231e53ee,0,1,0,0,0,1,0
ORD-0017061,2025-01-03 09:40:00,cust_13111c20ae,0,True,575.38,sports,upi,6.4,0,0,dev_3e91970f77,addr_a8e5a72192,0,2,0,0,0,1,0
ORD-0013307,2025-01-03 09:46:00,cust_0cc6928e74,0,True,1687.26,home,credit_card,18.3,0,0,dev_9dd30287dc,addr_966b6dfb6b,0,0,0,0,0,0,1
ORD-0009232,2025-01-03 10:07:00,cust_069654d5ce,0,True,2215.89,home,credit_card,25.2,0,0,dev_297fa77779,addr_0c836be975,0,1,0,0,0,0,0
ORD-0013256,2025-01-03 11:00:00,cust_a4ab582234,0,True,608.09,beauty,upi,30.2,0,0,dev_94cdbdb84e,addr_c7a9f13a6c,0,0,0,0,0,1,0
ORD-0019545,2025-01-03 12:43:00,cust_fa40b38500,0,True,293.72,sports,credit_card,27.9,0,0,dev_ca46c1b951,addr_1977ab8c9f,0,5,2,0,0,0,0
ORD-0003675,2025-01-03 13:09:00,cust_68c86f3f9a,0,True,1056.66,electronics,cod,16.2,0,0,dev_6eb6e75fdd,addr_6734fa703f,0,0,0,0,0,1,0
ORD-0002937,2025-01-03 13:28:00,cust_4734ba6f3d,0,True,3249.78,beauty,netbanking,28.7,0,0,dev_9a6a1aaafe,addr_deb91d78cf,0,0,0,0,0,0,0
ORD-0017714,2025-01-03 13:36:00,cust_4b0a59ddf1,0,True,2122.69,beauty,netbanking,7.1,0,0,dev_e7b24b112a,addr_191f8f858a,0,1,0,0,0,0,0
ORD-0001340,2025-01-03 14:16:00,cust_034260c042,0,True,3095.49,grocery,credit_card,15.8,0,0,dev_a012869311,addr_41bacf567a,0,0,0,0,0,1,0
ORD-0006349,2025-01-03 14:25:00,cust_1141938ba2,0,True,389.46,grocery,upi,5.2,0,0,dev_eb530d9516,addr_840348ae33,0,0,0,0,0,1,0
ORD-0018446,2025-01-03 14:28:00,cust_c6e19e8308,0,True,14422.26,grocery,debit_card,24.9,0,0,dev_820e694038,addr_65b1e92c58,0,1,0,1,0,0,0
ORD-0000939,2025-01-03 14:31:00,cust_6e3adb1ae0,0,True,186.14,home,netbanking,16.3,0,0,dev_3283478058,addr_07dd4d5a72,0,0,0,0,0,0,0
ORD-0010750,2025-01-03 14:40:00,cust_c6102b3727,0,True,1870.2,sports,upi,21.7,0,0,dev_a62178a8e5,addr_5aaffbae8a,0,0,0,0,0,0,0
ORD-0019229,2025-01-03 15:31:00,cust_5a0b8489ce,0,True,1789.89,home,credit_card,16.2,0,0,dev_38faae069a,addr_24ec8468b6,0,2,0,0,0,0,0
ORD-0008236,2025-01-03 18:50:00,cust_73f104c9fb,0,True,2011.93,grocery,upi,3.9,0,0,dev_9fd5e502c1,addr_60be21f3eb,0,0,0,0,0,0,0
ORD-0014276,2025-01-03 19:14:00,cust_087408522c,0,True,1980.88,sports,upi,55.0,0,0,dev_ba5451d3c9,addr_015389e742,0,2,0,0,0,0,0
ORD-0009155,2025-01-03 19:22:00,cust_d8a4e572d8,0,True,12457.96,home,netbanking,35.4,0,0,dev_24646475ed,addr_51425b752a,0,0,0,0,0,0,1
ORD-0007095,2025-01-03 19:29:00,cust_f571b230f3,0,True,10094.78,beauty,credit_card,48.0,0,0,dev_148260a1ce,addr_adad9e1c91,0,0,0,0,0,1,0
ORD-0016272,2025-01-03 19:34:00,cust_c1502ae5a4,0,True,1352.89,beauty,upi,6.3,0,0,dev_25b07af81d,addr_6797423391,0,2,1,0,0,0,0
ORD-0003231,2025-01-03 19:36:00,cust_f2b93ce087,0,True,989.59,fashion,upi,40.6,0,0,dev_fe2bea6aeb,addr_e834cb114d,0,0,0,0,0,0,0
ORD-0017575,2025-01-03 19:50:00,cust_8ce6fc7040,0,True,1417.14,beauty,upi,22.1,0,0,dev_cefab442b1,addr_23fa71cc32,0,1,0,0,0,0,0
ORD-0006500,2025-01-03 20:42:00,cust_e2c420d928,0,True,1959.25,fashion,upi,23.6,0,0,dev_3d8d871deb,addr_7a01f87abe,0,0,0,0,0,1,0
ORD-0002739,2025-01-03 21:29:00,cust_db53e24fbc,0,True,7957.73,sports,credit_card,29.5,0,0,dev_add7a04804,addr_e586a4f55f,0,0,0,0,0,0,0
ORD-0011024,2025-01-03 22:14:00,cust_5edc4f7dce,0,True,374.29,beauty,debit_card,21.0,0,0,dev_b70b5bd271,addr_ba2f001512,0,3,3,0,0,0,0
ORD-0004468,2025-01-03 22:45:00,cust_e6d8545daa,0,True,1086.05,electronics,netbanking,13.4,0,0,dev_186fb23a33,addr_885b09b226,0,0,0,0,0,0,0
ORD-0016266,2025-01-03 23:27:00,cust_a209ca7b50,0,True,1917.83,electronics,upi,22.5,0,0,dev_2e0bff759d,addr_a78e17c964,0,1,0,0,0,1,0
ORD-0015542,2025-01-04 00:14:00,cust_03f5446139,0,True,483.19,beauty,upi,25.6,1,0,dev_8e065119c7,addr_015e319335,0,2,1,0,0,1,1
ORD-0012103,2025-01-04 00:38:00,cust_5cce25ff8c,0,True,1966.97,home,upi,34.5,0,0,dev_6463c88460,addr_9f9a2e9ab3,0,1,1,0,0,0,0
ORD-0003229,2025-01-04 01:29:00,cust_08b7dc6e8b,0,True,1590.1,fashion,credit_card,29.8,0,0,dev_ce064f3048,addr_24e23677d6,0,0,0,0,0,1,0
ORD-0016418,2025-01-04 01:51:00,cust_67d16d0020,0,True,314.31,grocery,upi,41.5,0,0,dev_f565bb9efc,addr_f5e62af885,0,3,0,0,0,0,0
ORD-0012847,2025-01-04 02:03:00,cust_44d5ec303a,0,True,5067.37,beauty,credit_card,22.2,0,0,dev_65a5e77645,addr_81bc798a42,0,1,1,1,0,0,0
ORD-0005466,2025-01-04 02:14:00,cust_e1f979ea2b,0,True,654.88,grocery,upi,26.1,0,0,dev_aba53da2f6,addr_7f7ed8ecfc,0,1,0,0,0,0,0
ORD-0018713,2025-01-04 02:52:00,cust_9cdf26568d,0,True,605.09,beauty,upi,17.4,0,0,dev_bf5d232e6c,addr_093b60fd05,0,1,0,0,0,0,0
ORD-0007757,2025-01-04 02:54:00,cust_c28e5b0c98,0,True,704.17,beauty,upi,13.4,0,0,dev_4db73860ec,addr_2912bbeedc,0,0,0,0,0,0,0
ORD-0019683,2025-01-04 03:08:00,cust_077b83af57,0,True,4953.79,sports,credit_card,25.1,0,0,dev_4bbdcc0e82,addr_8e443d6819,0,0,0,0,0,0,0
ORD-0006690,2025-01-04 05:41:00,cust_ccc0aa1b81,0,True,5400.01,sports,upi,22.5,0,0,dev_4f5a9bf135,addr_ad551fd8c0,0,0,0,0,0,1,0
ORD-0007931,2025-01-04 06:10:00,cust_5d0cb12f8c,0,True,756.61,beauty,upi,17.2,0,0,dev_07bba581a2,addr_a3de03cb42,0,2,2,0,0,0,0
ORD-0015280,2025-01-04 07:20:00,cust_b2ead76dfd,0,True,1087.19,fashion,upi,26.5,0,0,dev_40f4da34bb,addr_1e056d2b0e,0,3,0,2,0,0,0
ORD-0011098,2025-01-04 07:46:00,cust_4df5bde009,0,True,532.13,fashion,credit_card,18.9,0,0,dev_6883966fd8,addr_6c14da109e,0,0,0,0,0,0,0
ORD-0019487,2025-01-04 08:09:00,cust_fc9b003bb0,0,True,4266.86,fashion,upi,17.2,0,0,dev_94cdbdb84e,addr_d04cb95ba2,0,0,0,0,0,0,0
ORD-0016029,2025-01-04 09:35:00,cust_fe5e7cb609,0,True,483.8,sports,upi,42.7,0,0,dev_67ba02d73c,addr_09c66f4ca2,0,1,0,0,0,0,0
ORD-0005647,2025-01-04 09:36:00,cust_708f3cf810,0,True,667.31,home,upi,16.7,0,0,dev_e41990b122,addr_8dc5983b8c,0,1,1,0,0,1,0
ORD-0018747,2025-01-04 10:03:00,cust_0ff8033cf9,0,True,5903.53,home,credit_card,29.6,0,0,dev_5f25fbe144,addr_4bbdcc0e82,0,0,0,0,0,0,0
ORD-0016546,2025-01-04 10:23:00,cust_3e10f9cfe8,0,True,1029.85,sports,upi,35.8,0,0,dev_076023edc9,addr_300bedd5a8,0,1,1,0,0,0,0
ORD-0006766,2025-01-04 10:57:00,cust_0d8f8313c8,0,True,1533.79,electronics,upi,5.3,0,0,dev_c0e19ce0db,addr_2639ba2137,0,0,0,0,0,0,0
ORD-0016894,2025-01-04 11:08:00,cust_aba18772fc,0,True,512.93,home,upi,15.3,0,0,dev_5e7264477c,addr_077fd57e57,0,0,0,0,0,0,0
ORD-0011599,2025-01-04 11:08:00,cust_8e6b42f164,0,True,1385.02,sports,upi,6.4,0,0,dev_ba3c95c296,addr_e369628fed,0,1,1,1,0,0,0
ORD-0003591,2025-01-04 14:09:00,cust_1f5f5b2651,0,True,1193.24,beauty,debit_card,12.5,0,0,dev_d83de59e10,addr_b432f34c5a,0,0,0,0,0,0,0
ORD-0009808,2025-01-04 14:18:00,cust_161c5c5ad5,0,True,1089.01,sports,credit_card,11.1,0,0,dev_ef1e491a76,addr_0f20c77d6a,0,0,0,0,0,0,0
ORD-0016350,2025-01-04 14:46:00,cust_2291d2ec3b,0,True,2345.08,home,debit_card,17.7,0,0,dev_71f6278d14,addr_36165c62f7,0,0,0,0,0,0,0
ORD-0001628,2025-01-04 15:10:00,cust_44089d5f71,0,True,974.03,beauty,upi,38.6,0,0,dev_38220e6a22,addr_fc79f85644,0,1,0,0,0,1,0
ORD-0012833,2025-01-04 16:28:00,cust_55b37c5c27,0,True,780.48,grocery,upi,12.9,0,0,dev_f39ae9ff3a,addr_eeaebbffb5,0,0,0,0,0,0,0
ORD-0003023,2025-01-04 17:48:00,cust_c12d1f7cc7,0,True,1418.28,beauty,credit_card,20.0,1,0,dev_8beca38173,addr_7a53928fa4,0,0,0,0,0,0,1
ORD-0002832,2025-01-04 18:04:00,cust_1a3f91fead,0,True,638.14,fashion,credit_card,18.9,0,0,dev_138163901f,addr_a6e4f250fb,0,0,0,0,0,0,0
ORD-0009570,2025-01-04 18:34:00,cust_abec16f483,0,True,4020.16,grocery,upi,7.4,0,0,dev_e4d8163c7a,addr_f190ce9ac8,0,0,0,0,0,1,0
ORD-0006273,2025-01-04 20:28:00,cust_1b36ea1c9b,0,True,142.77,fashion,credit_card,15.0,1,0,dev_cab070d53b,addr_b0da9d8dd8,0,0,0,0,0,1,1
ORD-0010025,2025-01-04 21:04:00,cust_a43fc3d279,0,True,3517.5,fashion,upi,32.2,0,0,dev_faa9afea49,addr_7dd3ed2e12,0,1,1,1,0,1,0
ORD-0019684,2025-01-04 21:36:00,cust_8cfef17bee,0,True,2199.61,grocery,credit_card,32.8,0,0,dev_28538c394c,addr_1bff3f64f3,0,2,0,0,0,1,0
ORD-0005518,2025-01-04 21:42:00,cust_f410588e48,0,True,2020.02,sports,upi,5.9,0,0,dev_c5df4f4eab,addr_2e87d14729,0,1,1,0,0,0,1
ORD-0019662,2025-01-04 23:11:00,cust_f2201f5191,0,True,2163.46,fashion,upi,8.4,0,0,dev_570197ce24,addr_7c21c080c2,0,1,0,0,0,1,0
ORD-0000935,2025-01-04 23:27:00,cust_a2d10d355c,0,True,740.73,electronics,debit_card,13.9,0,0,dev_5b0ac7cee9,addr_1134ac57b5,0,0,0,0,0,0,0
ORD-0012358,2025-01-05 00:41:00,cust_f442d33fa0,0,True,723.79,beauty,credit_card,8.4,0,0,dev_416849da96,addr_77330e1330,0,0,0,0,0,0,0
ORD-0004899,2025-01-05 01:10:00,cust_2b763288fa,0,True,1827.16,fashion,upi,59.1,0,0,dev_6c7cd90412,addr_da8a2ad589,0,0,0,0,0,1,0
ORD-0017606,2025-01-05 01:12:00,cust_1dba5eed88,0,True,2435.17,grocery,credit_card,17.5,0,0,dev_07563a3fe3,addr_831c2f88a6,0,0,0,0,0,0,0
